"PARID","LUC","LUC_desc","situs","NAME","year","if1991","yearGroup"
"4503 00580000","R-10","R - Single Family/Cabin","388  OLD LIMESTONE RD","Highland",2005,"1991 or Later","2001-2010"
"4504 00280000","R-10","R - Single Family/Cabin","18  BEAVER DAM RD","Highland",1945,"Before 1991","1950 or older"
"4506 00520000","R-10","R - Single Family/Cabin","700  GUM TREE RD","Highland",1958,"Before 1991","1951-1960"
