"PARID","LUC","LUC_desc","situs","NAME","year","if1991","yearGroup"
"1703G01940000","R-10","R - Single Family/Cabin","1804  COVENTRY POINTE LN","North Coventry",1994,"1991 or Later","1991-2000"
"1703G01950000","R-10","R - Single Family/Cabin","1805  COVENTRY POINTE LN","North Coventry",1994,"1991 or Later","1991-2000"
"1703G01960000","R-10","R - Single Family/Cabin","1806  COVENTRY POINTE LN","North Coventry",1994,"1991 or Later","1991-2000"
"1703G01970000","R-10","R - Single Family/Cabin","1807  COVENTRY POINTE LN","North Coventry",1994,"1991 or Later","1991-2000"
"1703G01980000","R-10","R - Single Family/Cabin","1808  COVENTRY POINTE LN","North Coventry",1994,"1991 or Later","1991-2000"
"1703G01990000","R-10","R - Single Family/Cabin","1809  COVENTRY POINTE LN","North Coventry",1994,"1991 or Later","1991-2000"
"1703H00010000","R-10","R - Single Family/Cabin","63  MOUNT ZION AVE","North Coventry",1915,"Before 1991","1950 or older"
"1703H00020000","R-10","R - Single Family/Cabin","485 S HANOVER ST","North Coventry",1930,"Before 1991","1950 or older"
"1703H00030000","R-10","R - Single Family/Cabin","499 S HANOVER ST","North Coventry",1890,"Before 1991","1950 or older"
"1703H00040000","R-10","R - Single Family/Cabin","503 S HANOVER ST","North Coventry",1890,"Before 1991","1950 or older"
"1703H00050000","R-10","R - Single Family/Cabin","505 S HANOVER ST","North Coventry",1960,"Before 1991","1951-1960"
"1703H00060000","R-10","R - Single Family/Cabin","521 S HANOVER ST","North Coventry",1922,"Before 1991","1950 or older"
"1703H00070000","R-10","R - Single Family/Cabin","559 S HANOVER ST","North Coventry",1928,"Before 1991","1950 or older"
"1703H00080000","R-10","R - Single Family/Cabin","569 S HANOVER ST","North Coventry",1928,"Before 1991","1950 or older"
"1703H00090000","R-10","R - Single Family/Cabin","581 S HANOVER ST","North Coventry",1920,"Before 1991","1950 or older"
"1703H00100000","R-10","R - Single Family/Cabin","591 S HANOVER ST","North Coventry",1926,"Before 1991","1950 or older"
"1703H00110000","R-10","R - Single Family/Cabin","601 S HANOVER ST","North Coventry",1923,"Before 1991","1950 or older"
"1703H00120000","R-10","R - Single Family/Cabin","611 S HANOVER ST","North Coventry",1915,"Before 1991","1950 or older"
"1703H00130000","R-10","R - Single Family/Cabin","621 S HANOVER ST","North Coventry",1920,"Before 1991","1950 or older"
"1703H00140000","R-10","R - Single Family/Cabin","629 S HANOVER ST","North Coventry",1920,"Before 1991","1950 or older"
"1703H00160000","R-10","R - Single Family/Cabin","472 S HANOVER ST","North Coventry",1890,"Before 1991","1950 or older"
"1703H00170000","R-10","R - Single Family/Cabin","492 S HANOVER ST","North Coventry",1890,"Before 1991","1950 or older"
"1703H00180000","R-10","R - Single Family/Cabin","494 S HANOVER ST","North Coventry",1890,"Before 1991","1950 or older"
